                          DMB batting register -- All players in database                           
                                           Regular season                                           

Name                   Team     P Age   AVG   OBP   SPC  AB   H  2B  3B  HR   R RBI HBP  BB   K  SB  CS 
Carney Lansford        NFG     3b  31  .256  .265  .311 180  46   7   0   1  18   4   6 
Barry Larkin           CIN     ss  24  .364  .414  .561 214  78  18   3   6  27  18  10 
Gene Larkin#           CIN     dh  25  .400  .385  .400  10   4   0   0   0   4   1   0 
Gene Larkin#           EVN     dh  25  .250  .350  .313  16   4   1   0   0   2   1   1 
Gene Larkin#                   dh  25  .308  .364  .346  26   8   1   0   0   6   2   1 
Tim Laudner            TEW     c   30  .304  .335  .443 194  59   9   0   6  23   9  23 
Mike LaValliere*       ES?     c   27  .146  .300  .220  41   6   3   0   0   3   8   4 
Vance Law              CEN     3b  31  .286  .375  .429  21   6   0   0   1   2   3   3 
Manny Lee#             CIN     2b  23  .296  .329  .414 162  48   5   4   2  18   8  16 
Mark Lemke#            NFG     2b  22  .040  .111  .040  25   1   0   0   0   0   2   4 
Chet Lemon             MAR     rf  33  .292  .326  .483 178  52  11   1   7  30  10  18 
Jeffrey Leonard        RYK     lf  32  .278  .313  .488 209  58  14   3   8  29  10  27 
Jose Lind              BBG     2b  24  .231  .231  .308  13   3   1   0   0   0   0   1 
Jim Lindeman           NEE     rf  26  .412  .412  .471  17   7   1   0   0   2   0   1 
Nelson Liriano#        MAR     2b  24  .200  .273  .200  10   2   0   0   0   0   0   3 
Steve Lombardozzi      CIN     2b  28  .160  .192  .160  25   4   0   0   0   0   1   1 
Torri Lovullo#         SUN     2b  22  .000  .000  .000   1   0   0   0   0   0   0   0 
Fred Lynn*             CTW     cf  36  .143  .143  .286  14   2   2   0   0   0   0   2 
Fred Lynn*             FER     cf  36  .209  .209  .349  43   9   3   0   1   5   0  18 
Fred Lynn*                     cf  36  .193  .193  .333  57  11   5   0   1   5   0  20 
Barry Lyons            FER     c   28  .357  .373  .554  56  20   8   0   1  10   2  10 
Steve Lyons*           NEE     3b  28  .321  .345  .357  28   9   1   0   0   0   1   3 
Mike Macfarlane        SUN     c   24  .267  .267  .400  15   4   2   0   0   3   0   1 
Shane Mack             ES?     cf  24  .167  .286  .167  66  11   0   0   0   1   7   4 
Scotti Madison#        BMB     c   28  .000  .000  .000   2   0   0   0   0   0   0   0 
Dave Magadan*          CEN     1b  25  .189  .295  .264  53  10   1   0   1   4   8   8 
Candy Maldonado        RYK     rf  27  .268  .339  .384 112  30   7   0   2   4  10   8 
Fred Manrique          MAR     2b  26  .267  .267  .600  15   4   2   0   1   2   0   2 
Fred Manrique          FER     2b  26  .198  .242  .256  86  17   2   0   1   8   5  18 
Fred Manrique                  2b  26  .208  .245  .307 101  21   4   0   2  10   5  20 
Mike Marshall          FER     rf  28  .156  .229  .156  32   5   0   0   0   3   2   4 
Mike Marshall          EVN     rf  28  .293  .339  .431  58  17   6   1   0   6   4   6 
Mike Marshall                  rf  28  .244  .299  .333  90  22   6   1   0   9   6  10 
Carlos Martinez        NEE     3b  23  .192  .222  .231  26   5   1   0   0   3   1   8 
Carmelo Martinez       SUN     lf  27  .252  .347  .427 131  33   2   0   7  19  19  15 
Dave Martinez*         BMB     cf  23  .172  .277  .299  87  15   2   0   3   8   6  34 
Edgar Martinez         CCC     3b  25  .364  .462  .455  11   4   1   0   0   1   2   2 
John Marzano           CIN     c   25  .200  .188  .200  15   3   0   0   0   1   0   1 
Don Mattingly*         BBG     1b  27  .223  .240  .277  94  21   5   0   0   9   3   4 
Lee Mazzilli#          ES?     1b  33  .036  .036  .036  28   1   0   0   0   0   0   4 
Lloyd McClendon        MAR     c   29  .000  .000  .000   2   0   0   0   0   0   0   0 
Lloyd McClendon        FER     c   29  .183  .246  .383  60  11   3   0   3   7   5  18 
Lloyd McClendon                c   29  .177  .239  .371  62  11   3   0   3   7   5  18 
Oddibe McDowell*       NFG     cf  25  .219  .305  .336 146  32   7   2   2   9  16  28 
Willie McGee#          CCC     cf  29  .233  .261  .302 159  37   7   2   0  14   5  26 
Fred McGriff*          MAR     1b  24  .288  .330  .428 208  60  14   0   5  22   9  69 
Bill McGuire           CTW     c   24  .333  .333  .333   3   1   0   0   0   0   0   0 
Mark McGwire           BMB     1b  24  .263  .365  .480 175  46   7   2   9  28  30  30 
Mark McLemore#         TEW     2b  23  .174  .240  .174  23   4   0   0   0   0   2   1 
                          DMB batting register -- All players in database                           
                                           Regular season                                           

                                      -----------Versus Left-handed Pitchers----------- 
Name                   Team     P Age   AVG   OBP   SPC  AB   H  2B  3B  HR RBI  BB   K 
Kevin McReynolds       SUN     lf  28  .243  .271  .500 202  49   9   2  13  36   8  21 
Bobby Meacham#         CTW     2b  27  .000  .000  .000   2   0   0   0   0   0   0   1 
Louie Meadows*         CTW     lf  27  .000  .000  .000   1   0   0   0   0   1   0   0 
Luis Medina            MAR     1b  25  .333  .368  .833  18   6   0   0   3   5   1   8 
Luis Medina            ES?     1b  25  .300  .364  .600  10   3   0   0   1   1   0   5 
Luis Medina                    1b  25  .321  .367  .750  28   9   0   0   4   6   1  13 
Dave Meier             BAR     3b  28  .000  .000  .000   1   0   0   0   0   0   0   0 
Bob Melvin             MAR     c   26  .206  .280  .327 107  22   1   0   4  10  11  12 
Joey Meyer             SUN     dh  26  .333  .333  .333   3   1   0   0   0   0   0   0 
Keith Miller           CTW     2b  25  .133  .278  .133  15   2   0   0   0   1   3   1 
Randy Milligan         FER     1b  26  .250  .431  .500  44  11   5   0   2   5  13  11 
Kevin Mitchell         ES?     3b  26  .177  .251  .309 175  31   6   1   5  17  17  24 
Paul Molitor           TEW     3b  31  .246  .320  .326 224  55   9   0   3  11  23   9 
Keith Moreland         BAR     1b  34  .233  .286  .248 129  30   2   0   0  12  10  16 
Russ Morman            BMB     lf  26  .246  .254  .263  57  14   1   0   0   5   1  10 
Hal Morris*            GBP     lf  23  .000  .000  .000   1   0   0   0   0   0   0   0 
John Morris*           TEW     lf  27  .000  .000  .000   1   0   0   0   0   0   0   0 
Jim Morrison           ES?     3b  35  .186  .239  .302  43   8   2   0   1   4   3   6 
Lloyd Moseby*          BMB     cf  28  .295  .377  .463 190  56  13   2   5  13  18  27 
John Moses#            CEN     lf  30  .000  .000  .000   0   0   0   0   0   0   0   0 
Rance Mulliniks*       CTW     dh  32  .182  .400  .182  11   2   0   0   0   1   4   3 
Rance Mulliniks*       EVN     dh  32  .095  .240  .238  21   2   0   0   1   3   4   7 
Rance Mulliniks*               dh  32  .125  .300  .219  32   4   0   0   1   4   8  10 
Dale Murphy            CTW     rf  32  .260  .352  .538 173  45  15   0  11  24  25  28 
Dwayne Murphy*         SUN     cf  33  .133  .188  .533  15   2   0   0   2   5   1   3 
Eddie Murray#          BAR     1b  32  .154  .191  .260 104  16   2   0   3   8   5  19 
Al Newman#             EVN     3b  28  .000  .111  .000   8   0   0   0   0   0   1   2 
Carl Nichols           TEW     c   25  .000  .000  .000   0   0   0   0   0   0   0   0 
Tom Nieto              FER     c   27  .143  .143  .143   7   1   0   0   0   0   0   3 
Donell Nixon           CEN     lf  26 1.000 1.000 1.000   1   1   0   0   0   1   0   0 
Otis Nixon#            CIN     cf  29  .295  .330  .389  95  28   6   0   1  10   5  14 
Matt Nokes*            CTW     c   24  .154  .185  .327  52   8   0   0   3   5   2   6 
Charlie O'Brien        NFG     c   28  .282  .275  .308  39  11   1   0   0   2   0   2 
Pete O'Brien*          MAR     1b  30  .333  .333  .333   6   2   0   0   0   0   0   2 
Paul O'Neill*          CCC     rf  25  .212  .246  .363 113  24  10   2   1   7   5  25 
Ken Oberkfell*         GBP     3b  32  .194  .233  .237 139  27   6   0   0   5   6  13 
Ron Oester#            TEW     2b  32  .313  .353  .500  16   5   1   1   0   2   0   2 
Jose Oquendo#          NEE     2b  24  .318  .381  .477 132  42   3   0   6  21  14   5 
Joe Orsulak*           NFG     rf  26  .293  .389  .317 123  36   0   0   1  11  14  10 
Spike Owen#            FER     ss  27  .323  .358  .613  62  20   4   1   4  12   4   9 
Mike Pagliarulo*       FHK     3b  28  .158  .320  .211  19   3   1   0   0   1   2   4 
Tom Pagnozzi           GBP     1b  25  .229  .272  .313  96  22   3   1   1   6   6  18 
Rafael Palmeiro*       CIN     lf  23  .302  .337  .401 162  49   9   2   1  17   6  12 
Johnny Paredes         SUN     2b  25  .267  .290  .600  30   8   1   0   3   5   1   1 
Mark Parent            NFG     c   26  .200  .273  .300  10   2   1   0   0   2   1   2 
Kelly Paris            SUN     1b  30  .364  .391  .682  22   8   1   0   2   5   1   0 
Dave Parker*           SUN     dh  37  .500  .500 1.000   2   1   1   0   0   2   0   0 
Lance Parrish          CIN     c   32  .235  .287  .369 149  35   6   1   4  17  10  26 
Larry Parrish          CCC     dh  34  .000  .000  .000   0   0   0   0   0   0   0   0 
Dan Pasqua*            MAR     lf  26  .071  .071  .071  14   1   0   0   0   0   0   3 
Bill Pecota            BAR     ss  28  .200  .310  .240  25   5   1   0   0   1   2   4 
Al Pedrique            RYK     ss  27  .204  .232  .259  54  11   3   0   0   2   2   1 
Tony Pena              EVN     c   31  .318  .363  .459 170  54  15   0   3  14  11  15 
Terry Pendleton#       CCC     3b  27  .320  .333  .445 128  41  13   0   1  15   3   9 
Tony Perezchica        BAR     2b  22  .333  .333  .333   3   1   0   0   0   2   0   2 
Gerald Perry*          CCC     1b  27  .157  .157  .186  70  11   2   0   0   3   0   6 
Geno Petralli*         NEE     c   28  .120  .185  .120  25   3   0   0   0   1   2   5 
Gary Pettis#           FHK     cf  30  .048  .091  .048  21   1   0   0   0   0   1   4 
Ken Phelps*            SUN     dh  33  .083  .185  .083  24   2   0   0   0   0   3  13 
Tony Phillips#         BAR     2b  29  .317  .451  .415  82  26   4   2   0   2  20  13 
Luis Polonia#          BMB     lf  23  .206  .206  .324  34   7   2   1   0   0   0   4 
Jim Presley            GBP     3b  26  .125  .222  .250   8   1   1   0   0   0   1   1 
Tom Prince             CCC     c   23  .167  .167  .333  18   3   0   0   1   7   0   2 
Kirby Puckett          GBP     cf  27  .378  .398  .552 172  65   9   0   7  22   7  17 
Terry Puhl*            CEN     lf  31  .364  .391  .364  22   8   0   0   0   4   1   6 
Luis Quinones#         FER     ss  26  .261  .261  .435  23   6   1   0   1   2   0   7 
Rey Quinones           TEW     ss  24  .244  .253  .492 193  47  13   1  11  33   2  32 
Carlos Quintana        NFG     rf  22  .333  .333  .500   6   2   1   0   0   0   0   1 
Jamie Quirk*           SUN     c   33  .364  .364  .409  22   8   1   0   0   2   0   9 
John Rabb              BAR     rf  28  .000  .000  .000   0   0   0   0   0   0   0   0 
Tim Raines#            TEW     lf  28  .295  .354  .432  44  13   0   0   2   5   4   2 
                          DMB batting register -- All players in database                           
                                           Regular season                                           

                                      -----------Versus Left-handed Pitchers----------- 
Name                   Team     P Age   AVG   OBP   SPC  AB   H  2B  3B  HR RBI  BB   K 
Rafael Ramirez         BBG     ss  30  .298  .309  .442 215  64  19   3   2  23   4  19 
Domingo Ramos          RYK     1b  30  .000  .167  .000   5   0   0   0   0   0   0   0 
Willie Randolph        ES?     2b  33  .261  .295  .355 138  36   8   1   1   6   7  13 
Johnny Ray#            CEN     2b  31  .267  .298  .337 187  50  11   1   0  18   8   5 
Randy Ready            NEE     3b  28  .159  .250  .234 107  17   2   0   2   7  13  11 
Gary Redus             NFG     lf  31  .176  .282  .324  34   6   2   0   1   2   4   7 
Jeff Reed*             CIN     c   25  .000  .250  .000   6   0   0   0   0   0   2   1 
Jody Reed              EVN     ss  25  .203  .319  .220  59  12   1   0   0   2   8   7 
Kevin Reimer*          NEE     dh  24  .000  .000  .000   5   0   0   0   0   0   0   0 
Rich Renteria          ES?     ss  26  .063  .063  .063  16   1   0   0   0   1   0   3 
Craig Reynolds*        RYK     ss  35  .385  .385  .462  13   5   1   0   0   2   0   4 
Harold Reynolds#       FHK     2b  27  .250  .279  .291 196  49   8   0   0   7   8  13 
R.J. Reynolds#         FER     rf  29  .373  .408  .627  67  25   8   0   3  11   4   6 
Jim Rice               GBP     dh  35  .221  .267  .331 136  30   4   1   3  13   8  24 
Ernest Riles*          GBP     3b  27  .234  .265  .340  47  11   2   0   1   6   2  10 
Billy Ripken           FER     2b  23  .230  .279  .310 113  26   6   0   1  10   6   7 
Cal Ripken             CCC     ss  27  .344  .431  .505 186  64   4   1   8  25  29  29 
Luis Rivera            BMB     ss  24  .196  .238  .268 138  27   4   0   2  11   8  31 
Bip Roberts#           BBG     3b  24  .000  .000  .000   2   0   0   0   0   0   0   2 
Ruben Rodriguez        CTW     c   23  .000  .000  .000   0   0   0   0   0   0   0   0 
Ron Roenicke#          NEE     rf  31  .400  .600  .500  10   4   1   0   0   0   4   1 
Ed Romero              NEE     3b  30  .095  .208  .095  21   2   0   0   0   0   2   2 
Rolando Roomes         CIN     lf  26  .125  .100  .125   8   1   0   0   0   3   0   2 
Jerry Royster          BMB     cf  35  .000  .000  .000   6   0   0   0   0   0   0   0 
Paul Runge             SUN     3b  30  .231  .412  .462  13   3   3   0   0   3   4   3 
Chris Sabo             FHK     3b  26  .240  .291  .338 154  37   9   0   2  10   9  10 
Mark Salas*            BMB     c   27  .171  .209  .293  41   7   3   1   0   6   0   9 
Luis Salazar           SUN     lf  32  .358  .387  .574 190  68   9   1  10  30   9  24 
Juan Samuel            RYK     2b  27  .258  .329  .445 209  54  14   8   3  18  16  40 
Ryne Sandberg          NFG     2b  28  .238  .322  .403 181  43   5   2   7  23  22  28 
Rafael Santana         RYK     ss  30  .400  .429  .440  25  10   1   0   0   3   2   0 
Benito Santiago        NEE     c   23  .221  .277  .313 131  29   6   0   2  11  10  27 
Nelson Santovenia      CTW     c   26  .265  .350  .363 102  27   8   1   0  15  14  27 
Mackey Sasser*         CIN     c   25  .263  .263  .368  19   5   0   1   0   3   0   2 
Steve Sax              CCC     2b  28  .313  .381  .456 217  68   7   0   8  24  25  15 
Mike Schmidt           CTW     3b  38  .299  .386  .482 164  49  15   0   5  18  18   6 
Dick Schofield         CTW     ss  25  .333  .333  .333   6   2   0   0   0   0   0   1 
Bill Schroeder         BMB     c   29  .161  .188  .387  31   5   1   0   2   4   1   9 
Mike Scioscia*         CCC     c   29  .256  .298  .295  78  20   0   0   1   8   4   9 
Kevin Seitzer          FER     3b  26  .364  .452  .515  99  36   5   2   2  15  16   9 
Mike Sharperson        CEN     2b  26  .000  .143  .000   6   0   0   0   0   0   1   2 
Larry Sheets*          RYK     dh  28  .250  .250  .250   4   1   0   0   0   1   0   1 
Gary Sheffield         NEE     ss  19  .107  .107  .214  28   3   0   0   1   2   0   4 
John Shelby#           CTW     cf  30  .000  .333  .000   2   0   0   0   0   0   1   1 
John Shelby#           EVN     cf  30  .268  .293  .411  56  15   3   1   1   8   2  15 
John Shelby#                   cf  30  .259  .295  .397  58  15   3   1   1   8   3  16 
Pat Sheridan*          SUN     lf  30  .373  .441  .746  59  22   1   9   1   8   8  17 
Ruben Sierra#          ES?     rf  22  .264  .276  .403 216  57  12   0   6  24   3   9 
Ted Simmons#           RYK     1b  38  .125  .169  .196  56   7   4   0   0   2   3   3 
