                          DMB batting register -- All players in database                           
                                           Regular season                                           

Name                     Team     P Age   AVG   OBP   SPC  AB   H  2B  3B  HR   R RBI HBP  BB   K  SB  CS 
Jacob Brumfield          GAR     cf  31  .232  .288  .396 414  96  27   1  13  44  54   4  29  85   8   4 
Jim Bruske               TEW     mr  31  .000  .000  .000   1   0   0   0   0   0   0   0   0   0   0   0 
Damon Buford             DLM     rf  26  .342  .408  .454 152  52  14   0   1  16  27   1  18  41   6   7 
Jay Buhner               OKO     rf  31  .270  .348  .606 363  98  20   0  34  66  83   4  40 107   1   0 
Jay Buhner               DLM     rf  31  .243  .306  .491 267  65   6   0  20  33  55   2  23  84   0   0 
Jim Bullinger            FDH     sp  30  .227  .346  .455  22   5   2   0   1   4   1   0   4  11   0   0 
Dave Burba               BAR     sp  29  .134  .181  .284  67   9   1   0   3   8   6   0   4  22   0   0 
John Burkett             FDH     sp  31  .169  .169  .203  59  10   2   0   0   5   3   0   0  23   0   0 
Ellis Burks              FHK     lf  31  .371  .432  .651 628 233  52   2  40 143 124   9  65 103  35   7 
Jeromy Burnitz*          GAR     rf  27  .192  .319  .274 208  40   8   0   3  21  20   5  35  54   6   2 
Mike Busch               RMO     3b  27  .237  .299  .538  80  19   6   0   6  13  14   0   7  35   0   0 
Brett Butler*            GAR     cf  39  .368  .442  .553  38  14   2   1   1   6   4   1   4   1   0   0 
Paul Byrd                SCQ     mr  25  .200  .167  .200   5   1   0   0   0   1   2   0   0   0   0   0 
Mike Cameron             FDH     cf  23  .250  .250  .250  16   4   0   0   0   3   0   0   0   5   0   0 
Ken Caminiti#            CIN     3b  33  .317  .386  .604 583 185  52   2  37 116 139   5  67 102  15   9 
Mike Campbell            FER     mr  32  .200  .200  .400   5   1   1   0   0   0   0   0   0   3   0   0 
Tom Candiotti            TEW     sp  38  .140  .140  .211  57   8   1   0   1   3   5   0   0  14   0   0 
John Cangelosi#          FER     lf  33  .323  .406  .466 279  90  17   4   5  49  40   4  38  47  13   6 
Jay Canizaro             BBG     2b  22  .171  .220  .288 111  19   4   0   3  10  11   2   5  42   0   0 
Jose Canseco             CEN     dh  31  .255  .365  .582 306  78  14   1  28  66  77   5  52  78   3   1 
Rafael Carmona*          ZZY     mr  23  .222  .222  .222   9   2   0   0   0   1   0   0   0   2   0   0 
Chuck Carr#              CTW     cf  28  .167  .286  .333   6   1   1   0   0   2   1   0   1   0   0   0 
Hector Carrasco          OKO     mr  26  .167  .143  .167   6   1   0   0   0   0   1   0   0   3   0   0 
Mark Carreon             CTW     1b  32  .241  .292  .301  83  20   5   0   0   6   8   0   6  10   1   0 
Joe Carter               DLM     lf  36  .265  .316  .478 513 136  26   7  23  60  87   6  35  87   7   6 
Raul Casanova#           CEN     c   23  .000  .000  .000   3   0   0   0   0   0   0   0   0   0   0   0 
Vinny Castilla           WIN     3b  28  .316  .355  .545 525 166  40   1  26  87  85   7  27  72   3   1 
Frank Castillo           GAR     sp  27  .115  .148  .135  52   6   1   0   0   1   1   0   2  20   0   0 
Luis Castillo#           RMO     2b  20  .189  .245  .263 175  33   4   0   3  18  11   1  12  56  13   9 
Tony Castillo*           BAR     mr  33  .250  .375  .417  12   3   2   0   0   2   4   1   2   5   0   0 
Juan Castro              GAR     ss  24  .164  .196  .192 146  24   4   0   0  10   5   0   6  30   0   0 
Andujar Cedeno           DLM     ss  26  .222  .254  .377 334  74   5   4  13  28  52   4  11  82   2   2 
Roger Cedeno#            BMB     cf  21  .245  .345  .325 163  40  10   0   1  18  17   0  27  38   1   0 
Norm Charlton#           BMB     cl  33  .000  .000  .000   1   0   0   0   0   0   0   0   0   0   0   0 
Bobby Chouinard          BBG     sp  24  .250  .250  .250   8   2   0   0   0   1   0   0   0   1   0   0 
Jason Christiansen       GAR     mr  26  .000  .000  .000   4   0   0   0   0   0   0   0   0   2   0   0 
Archi Cianfrocco         SCQ     1b  29  .293  .365  .402  92  27   4   3   0   9  12   0  11  30   0   0 
Jeff Cirillo             EVN     3b  26  .316  .387  .473 503 159  41   1  12  91  66   9  50  68   4   5 
Dave Clark*              TAR     lf  33  .000  .250  .000   3   0   0   0   0   0   0   0   1   1   0   0 
                          DMB batting register -- All players in database                           
                                           Regular season                                           

Name                     Team     P Age   AVG   OBP   SPC  AB   H  2B  3B  HR   R RBI HBP  BB   K  SB  CS 
Mark Clark               FHK     sp  28  .063  .074  .063  79   5   0   0   0   3   4   0   1  30   0   0 
Tony Clark#              GAR     1b  24  .239  .303  .401 309  74  11   0  13  44  38   0  29 111   2   2 
Will Clark*              CTW     1b  32  .239  .323  .324 339  81  14   3   3  40  54   1  45  54   1   0 
Royce Clayton            TEW     ss  26  .285  .335  .413 390 111  19   5   7  56  37   4  27  66  13  13 
Roger Clemens            BMB     sp  33  .238  .238  .277 101  24   4   0   0  14   4   0   0   6   0   0 
Brad Clontz              DLM     mr  25  .125  .125  .125   8   1   0   0   0   1   0   0   0   2   0   0 
Greg Colbrunn            EVN     1b  26  .309  .324  .515  97  30   5   0   5  10  25   0   4  15   0   1 
David Cone*              DLM     sp  33  .100  .143  .100  20   2   0   0   0   0   0   0   1   2   0   0 
Jeff Conine              CTW     lf  30  .305  .363  .473 298  91  11   0  13  43  55   3  25  62   0   0 
Jeff Conine              WIN     lf  30  .400  .448  .775  80  32   6   0   8  24  24   0   7  15   0   0 
Dennis Cook*             EVN     mr  33  .000  .000  .000   3   0   0   0   0   0   0   0   0   1   0   0 
Ron Coomer               NEP     1b  29  .243  .297  .402 239  58  11   0   9  27  24   2  17  32   1   0 
Rocky Coppinger          FDH     sp  22  .063  .118  .063  16   1   0   0   0   0   0   0   1   3   0   0 
Joey Cora#               NEP     2b  31  .270  .341  .371 237  64   9   6   1  31  23   1  26  15   2   0 
Joey Cora#               RMO     2b  31  .180  .235  .234 167  30   7   1   0  14   8   2  10  15   1   0 
Wil Cordero              FHK     2b  24  .667  .667  .667   3   2   0   0   0   0   2   0   0   0   0   0 
Francisco Cordova        CEN     mr  24  .069  .069  .069  29   2   0   0   0   1   0   0   0   7   0   0 
Marty Cordova            RMO     lf  26  .301  .347  .484 475 143  41   2  14  74  56   4  31  80  10   3 
Rheal Cormier*           FHK     sp  29  .254  .294  .365  63  16   3   2   0   6   9   0   4  16   0   0 
Jim Corsi                FER     mr  34  .000  .000  .000   7   0   0   0   0   0   0   0   0   4   0   0 
Tim Crabtree             EVN     mr  26  .000  .000  .000   7   0   0   0   0   0   0   0   0   1   0   0 
Felipe Crespo#           ZZY     2b  23  .429  .429  .571   7   3   1   0   0   1   0   0   0   2   0   0 
Jacob Cruz*              ZZY     rf  23  .154  .389  .154  13   2   0   0   0   2   1   0   5   7   0   0 
Chad Curtis              BBG     cf  27  .258  .357  .380 524 135  26   1  12  60  60   1  83 108  13   5 
Jeff D'Amico             RMO     sp  20  .121  .147  .121  33   4   0   0   0   0   0   0   1   2   0   0 
Omar Daal*               BMB     mr  24  .061  .114  .091  33   2   1   0   0   3   0   0   2  15   0   0 
Johnny Damon*            WIN     cf  22  .303  .334  .407 482 146  21   4   7  60  58   1  24  53  18   2 
Jeff Darwin              FER     mr  26  .333  .333  .333   3   1   0   0   0   1   0   0   0   2   0   0 
Darren Daulton*          BMB     lf  34  .250  .333  .250  12   3   0   0   0   3   2   0   2   0   0   0 
Chili Davis#             FHK     dh  36  .234  .343  .335 197  46   8   0   4  31  28   0  34  35   2   0 
Eric Davis               CIN     cf  34  .264  .373  .487 435 115  17   1  26  84  74   8  70 148  27  11 
Russ Davis               CTW     3b  26  .347  .394  .516  95  33   4   0   4  13  16   0   8  33   0   0 
Steve Decker             SCQ     c   30  .247  .326  .351  77  19   2   0   2   8   9   1   8  22   0   0 
Rob Deer                 FHK     rf  35  .000  .000  .000   1   0   0   0   0   0   0   0   0   0   0   0 
Alex Delgado             GAR     c   25  .105  .190  .105  19   2   0   0   0   0   1   0   2   1   0   0 
Carlos Delgado*          TEW     dh  24  .265  .354  .449 434 115  27   1  17  65  69   8  56 119   1   0 
Elmer Dessens            ZZY     mr  24  .000  .000  .000   4   0   0   0   0   0   0   0   0   0   0   0 
Cesar Devarez            RMO     c   26  .250  .235  .250  16   4   0   0   0   0   1   0   0   5   0   0 
Mike Devereaux           BBG     lf  33  .171  .222  .268 164  28   4   0   4  15  17   1  10  24   0   0 
Mark Dewey               ZZY     mr  31  .000  .000  .000   1   0   0   0   0   0   0   0   0   1   0   0 
Einar Diaz               FER     c   23  .000  .000  .000   1   0   0   0   0   0   0   0   0   0   0   0 
Jason Dickson*           ZZY     sp  23  .250  .250  .250   8   2   0   0   0   0   1   0   0   2   0   0 
Jerry DiPoto             BMB     mr  28  .000  .000  .000   1   0   0   0   0   0   0   0   0   1   0   0 
Jerry DiPoto             CIN     mr  28  .000  .000  .000   0   0   0   0   0   0   1   0   0   0   0   0 
Gary DiSarcina           RMO     ss  28  .236  .260  .303 436 103  23   0   2  31  41   2  13  36   1   1 
Doug Drabek              RMO     sp  33  .290  .313  .387  31   9   0   0   1   4   1   0   1   5   0   0 
Mariano Duncan           NEP     2b  33  .313  .336  .439 419 131  32   3   5  62  39   3  13  83   0   3 
Shawon Dunston           WIN     ss  33  .293  .328  .405 242  71   8   2   5  39  38   1  13  42   4   0 
Ray Durham#              GAR     2b  24  .275  .344  .388 539 148  27   5   8  92  52  10  50  93  34   9 
Jermaine Dye             SCQ     rf  22  .332  .374  .502 229  76  15   0   8  37  32   3  13  51   0   1 
Mike Dyer                ZZY     mr  29  .000  .000  .000   5   0   0   0   0   0   0   0   0   1   0   0 
Lenny Dykstra*           OKO     cf  33  .268  .413  .464  97  26   3   2   4  21  12   2  22  20   0   0 
Damion Easley            GAR     ss  26  .218  .281  .331 124  27   2   0   4   9  14   3   8  35   0   1 
Angel Echevarria         OKO     rf  25  .000 1.000  .000   0   0   0   0   0   1   0   0   1   0   0   0 
Dennis Eckersley         TAR     cl  41  .000  .000  .000   2   0   0   0   0   0   0   0   0   1   0   0 
Jim Edmonds*             OKO     cf  26  .327  .377  .595 459 150  39   6  24  84  87   2  39 106   2   0 
Joey Eischen*            TAR     mr  26  .000  .000  .000   2   0   0   0   0   0   0   0   0   0   0   0 
Jim Eisenreich*          CTW     rf  37  .365  .401  .470 364 133  19   2   5  63  62   0  24  29   5   2 
Cal Eldred               TAR     sp  28  .129  .129  .161  31   4   1   0   0   0   2   0   0   6   0   0 
Robert Ellis             BAR     mr  25  .500  .500  .500   2   1   0   0   0   1   0   0   0   0   0   0 
Kevin Elster             CEN     ss  31  .237  .297  .431 334  79  23   0  14  38  54   1  29  90   3   1 
Alan Embree*             TAR     mr  26  .000  .000  .000   2   0   0   0   0   0   0   0   0   0   0   0 
Angelo Encarnacion       DLM     c   23  .200  .200  .200   5   1   0   0   0   1   0   0   0   2   0   0 
Scott Erickson           BBG     sp  28  .270  .324  .270  63  17   0   0   0   8   5   0   5  20   0   0 
Darin Erstad*            TEW     cf  22  .273  .310  .327 165  45   4   1   1  14  13   0   9  23   3   0 
Vaughn Eshelman*         GAR     mr  27  .200  .333  .200   5   1   0   0   0   0   0   0   1   2   0   0 
Alvaro Espinoza          TAR     3b  34  .258  .288  .348 267  69  10   4   2  27  22   2  10  45   0   0 
Bobby Estalella          CTW     c   21  .188  .316  .188  16   3   0   0   0   2   0   0   3   7   0   0 
Shawn Estes              EVN     sp  23  .136  .174  .182  22   3   1   0   0   1   0   0   1  12   0   0 
Tony Eusebio             CTW     c   29  .362  .401  .496 141  51   3   2   4  18  18   0  10  14   0   0 
Carl Everett#            TAR     rf  26  .229  .318  .309 188  43   8   2   1  16  19   3  22  50   7   4 
Jorge Fabregas*          GAR     c   26  .275  .313  .351 211  58   7   0   3  18  14   0  12  26   0   0 
                          DMB batting register -- All players in database                           
                                           Regular season                                           

Name                     Team     P Age   AVG   OBP   SPC  AB   H  2B  3B  HR   R RBI HBP  BB   K  SB  CS 
Sal Fasano               CIN     c   24  .167  .278  .312 138  23   2   0   6  17  17   5  17  30   0   2 
Jeff Fassero*            EVN     sp  33  .133  .221  .133  83  11   0   0   0   8   2   0  10  37   1   0 
Alex Fernandez           ZZY     sp  26  .113  .145  .226  53   6   0   0   2   7   3   0   2   9   0   0 
Alex Fernandez           CTW     sp  26  .158  .273  .158  19   3   0   0   0   2   0   0   3   1   0   0 
Osvaldo Fernandez        GAR     sp  27  .109  .109  .174  46   5   0   0   1   5   1   0   0  24   0   0 
Sid Fernandez*           EVN     sp  33  .045  .045  .045  22   1   0   0   0   0   1   0   0  16   0   0 
Mike Fetters             CEN     cl  31  .000  .200  .000   8   0   0   0   0   1   1   0   2   2   0   0 
Cecil Fielder            TAR     1b  32  .217  .353  .367 180  39   6   0   7  26  26   1  38  46   1   2 
Chuck Finley*            NEP     sp  33  .181  .203  .250  72  13   3   1   0   6   3   0   2  10   0   0 
Steve Finley*            FER     cf  31  .323  .387  .564 555 179  54   7  22 115 113   5  59  63  19   6 
John Flaherty            TEW     c   28  .272  .312  .391 320  87  14   0   8  36  33   2  17  52   0   0 
Huck Flener#             FER     sp  27  .143  .172  .179  28   4   1   0   0   1   2   0   1   6   0   0 
Darrin Fletcher*         FHK     c   29  .283  .358  .380 187  53   9   0   3  34  27   3  20  22   0   0 
Cliff Floyd*             FDH     lf  23  .232  .332  .335 194  45  10   2   2  38  17   2  28  43   4   2 
